show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in
s2589,Movie,Hamara Dil Aapke Paas Hai,Satish Kaushik,"Anil Kapoor, Aishwarya Rai Bachchan, Sonali Bendre, Puru Rajkumar, Anupam Kher, Satish Kaushik, Mukesh Rishi, Jaspal Bhatti, Razak Khan, Himani Shivpuri, Smita Jaykar, Tanaaz Currim Irani",India,1-Mar-18,2000,TV-14,158 min,"Dramas, International Movies, Music & Musicals"
s2591,Movie,Hamid,Aijaz Khan,"Talha Arshad Reshi, Rasika Dugal, Vikas Kumar, Sumit Kaul, Bashir Lone, Gurveer Singh, Ashraf Nagoo, Mir Sarvar",India,15-May-19,2018,TV-MA,108 min,"Dramas, Independent Movies, International Movies"
s2592,Movie,Hamza's Suitcase,Akram Farouk,"Hamada Helal, Yousra El Lozy, Ahmed Fathy, Mohammed Tharwat, Samia Trabelsi, Diaa El-Merghani, Abdalah Mishrif, Mohamed Metwalli, Samy Maghawry, Bayoumi Fouad, Inas al-Najjar, Taher Abu Lela",Egypt,2-May-19,2017,TV-14,79 min,"Comedies, International Movies"
s2593,Movie,Handsome Devil,John Butler,"Fionn O'Shea, Nicholas Galitzine, Andrew Scott, Michael McElhatton, Moe Dunford, Ruair O'Connor, Jay Duffy, Mark Lavery, Jamie Hallahan, Ardal O'Hanlon, Amy Huberman",Ireland,1-Aug-17,2016,TV-MA,95 min,"Comedies, Dramas, International Movies"
s2595,Movie,Handsome: A Netflix Mystery Movie,Jeff Garlin,"Jeff Garlin, Natasha Lyonne, Amy Sedaris, Steven Weber, Christine Woods, Eddie Pepitone, Timm Sharp, Brad Morris, Leah Remini, Ava Acres",United States,5-May-17,2017,TV-MA,81 min,Comedies
s2597,Movie,Hangman,Johnny Martin,"Al Pacino, Karl Urban, Brittany Snow, Joe Anderson, Sarah Shahi, Sloane Warren, Chelle Ramos, Steve Coulter, Michael Rose",United States,6-May-20,2017,R,99 min,Thrillers
s2598,Movie,Hank: Five Years from the Brink,Joe Berlinger,"Henry Paulson, Wendy Paulson",United States,25-Aug-18,2013,TV-14,86 min,Documentaries
s2599,Movie,Hannah Gadsby: Douglas,Madeleine Parry,Hannah Gadsby,Australia,26-May-20,2020,TV-MA,73 min,Stand-Up Comedy
s2600,Movie,Hannah Gadsby: Nanette,"Madeleine Parry, Jon Olb",Hannah Gadsby,Australia,19-Jun-18,2018,TV-MA,70 min,Stand-Up Comedy
s2602,Movie,Hannibal Buress: Comedy Camisado,Lance Bangs,Hannibal Buress,United States,5-Feb-16,2016,TV-MA,68 min,Stand-Up Comedy
s2603,Movie,Hans Teeuwen: Real Rancour,Doesjka van Hoogdalem,Hans Teeuwen,Netherlands,1-Jul-17,2018,TV-MA,86 min,Stand-Up Comedy
s2604,Movie,Hans Zimmer: Live in Prague,Tim Van Someren,Hans Zimmer,United Kingdom,1-Mar-18,2017,TV-G,138 min,"International Movies, Music & Musicals"
s2605,Movie,Hantu Kak Limah,Mamat Khalid,"Awie, Arab Khalid, Sharwani Ns, Tj Isa, Delimawati, Zul Ariffin, Uqasha Senrose, Ropie Cecupak",Malaysia,31-Jan-19,2018,TV-PG,110 min,"Comedies, Horror Movies, International Movies"
s2609,Movie,Happy Anniversary,Jared Stern,"Nol Wells, Ben Schwartz, Joe Pantoliano, Annie Potts, Rahul Kohli, Kristin Bauer van Straten, David Walton, Leonardo Nam, Kate Berlant",United States,30-Mar-18,2018,TV-MA,78 min,"Comedies, Romantic Movies"
s2610,Movie,Happy as Lazzaro,Alice Rohrwacher,"Adriano Tardiolo, Agnese Graziani, Alba Rohrwacher, Luca Chikovani, Tommaso Ragno, Sergi Lpez, Natalino Balasso, Carlo Tarmati, Pasqualina Scuncia, Nicoletta Braschi","Italy, Switzerland, France, Germany",30-Nov-18,2018,PG-13,127 min,"Dramas, Independent Movies, International Movies"
s2611,Movie,Happy Go Lucky,Amarpreet G S Chabbra,"Amrinder Gill, Harish Verma, Sumeet Sandhu, Gurpreet Guggi, B.N. Sharma, Praneet Bhatt, Kuldeep Sharma",India,1-Oct-18,2014,TV-14,129 min,"Comedies, International Movies, Music & Musicals"
s2612,Movie,Happy Hunting,"Joe Dietsch, Louie Gibson","Martin Dingle-Wall, Ken Lally, Kenny Wormald, Connor Williams, Gary Sturm, C.J. Baker, Jeremy Lawson, Liesel Hanson, Kenneth Billings, Michael Tipps",United States,1-Jan-18,2017,TV-MA,91 min,"Horror Movies, Independent Movies"
s2614,Movie,Happy New Year,Farah Khan,"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Sonu Sood, Boman Irani, Vivaan Shah",India,1-Feb-17,2014,TV-14,179 min,"Action & Adventure, Comedies, Dramas"
s2615,Movie,Happy Old Year,Nawapol Thamrongrattanarit,"Chutimon Chuengcharoensukying, Sunny Suwanmethanont, Sarika Sartsilpsupa, Thirawat Ngosawang, Apasiri Nitibhon, Patcha Kitchaicharoen",Thailand,26-Mar-20,2019,TV-MA,113 min,"Dramas, International Movies, Romantic Movies"
s2616,Movie,Happy Times,Luis Javier M. Henaine,"Luis Arrieta, Cassandra Ciangherotti, Humberto Busto, Ivn Arana, Brbara de Regil, Miguel Rodarte",Mexico,8-Feb-17,2014,NR,79 min,"Comedies, International Movies, Romantic Movies"
s2620,Movie,Har Kisse Ke Hisse: Kaamyaab,Hardik Mehta,"Sanjay Mishra, Deepak Dobriyal, Sarika Singh, Isha Talwar, Avtar Gill, Kaurwakee Vashistha, Amitabh Srivastava, Vikas Verma",India,2-May-20,2020,TV-14,105 min,"Dramas, International Movies"
s2621,Movie,Haraamkhor,Shlok Sharma,"Nawazuddin Siddiqui, Shweta Tripathi, Harish Khanna, Irfan Khan, Trimala Adhikari, Mohd Samad",India,1-Feb-17,2015,TV-14,93 min,"Dramas, Independent Movies, International Movies"
s2622,Movie,Hard Kill,Matt Eskandari,"Jesse Metcalfe, Bruce Willis, Natalie Eva Marie, Lala Kent, Texas Battle, Swen Temmel, Sergio Rizzuto, Tyler Jon Olson, Jon Galanis",United States,23-Nov-20,2020,R,98 min,Action & Adventure
s2624,Movie,Hard Tide,"Robert Osman, Nathanael Wiseman","Nathanael Wiseman, Mem Ferda, Alexandra Newick, Oliver Stark, Kat Gellin, Andy Lucas, Ralph Brown, Beverly Hills",United Kingdom,6-Sep-17,2015,TV-MA,79 min,"Dramas, Independent Movies"
s2625,Movie,Hardcore Henry,Ilya Naishuller,"Sharlto Copley, Danila Kozlovsky, Haley Bennett, Andrey Dementiev, Dasha Charusha, Svetlana Ustinova, Tim Roth, Ilya Naishuller","Russia, United States, China",1-Aug-20,2015,R,96 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
s2627,Movie,Hari Kondabolu: Warn Your Relatives,Bobcat Goldthwait,Hari Kondabolu,United States,8-May-18,2018,TV-MA,67 min,Stand-Up Comedy
s2628,Movie,Harishchandrachi Factory,Paresh Mokashi,"Nandu Madhav, Vibhawari Deshpande, Ambarish Deshpande, Mohit Gokhale, Dilip Joglekar, Dheeresh Joshi, Ketan Karande, Atharva Karve, Mayur Khandge, Sandip Pathak",India,1-Oct-18,2009,TV-PG,99 min,"Dramas, International Movies"
s2629,Movie,Harith Iskander: I Told You So,Michael McKay,Harith Iskander,United States,19-Jan-18,2018,TV-14,62 min,Stand-Up Comedy
s2631,Movie,Harold & Kumar Escape from Guantanamo Bay,"Jon Hurwitz, Hayden Schlossberg","John Cho, Kal Penn, Rob Corddry, Jack Conley, Roger Bart, Neil Patrick Harris, Danneel Ackles, Eric Winter, Paula Garcs, Jon Reep, Missi Pyle",United States,1-Oct-19,2008,R,101 min,"Comedies, Cult Movies"
s2632,Movie,Harold & Kumar Go to White Castle,Danny Leiner,"John Cho, Kal Penn, Paula Garcs, Neil Patrick Harris, David Krumholtz, Eddie Kaye Thomas, Christopher Meloni, Ryan Reynolds, Fred Willard","United States, Canada, Germany",1-Jan-20,2004,R,88 min,"Comedies, Cult Movies"
s2633,Movie,Harold and Lillian: A Hollywood Love Story,Daniel Raim,"Harold Michelson, Lillian Michelson, Mel Brooks, Francis Ford Coppola, Danny DeVito",United States,25-Nov-18,2015,TV-14,95 min,Documentaries
s2635,Movie,Harriet the Spy: Blog Wars,Ron Oliver,"Jennifer Stone, Kristin Booth, Wesley Morgan, Doug Murray, Shauna MacDonald, Jason Blicker, Jayne Eastwood, Melinda Shankar, Alexander Conti, Vanessa Morgan","United States, Canada",15-Apr-18,2010,TV-G,87 min,"Children & Family Movies, Comedies"
s2637,Movie,Harry and Snowman,Ron Davis,Harry DeLeyer,United States,15-Jan-17,2015,TV-PG,83 min,"Documentaries, Sports Movies"
s2638,Movie,Harry Benson: Shoot First,"Justin Bare, Matthew Miele",Harry Benson,United States,1-May-17,2016,NR,90 min,Documentaries
s2640,Movie,Harud,Aamir Bashir,"Mohammad Amir Naji, Shahnawaz Bhat, Shamim Basharat, Salma Ashai, Mudessir Ahmed Khan, Rayes Mohiuddin",India,1-Oct-16,2010,TV-MA,100 min,"Dramas, International Movies"
s2642,Movie,Hasan Minhaj: Homecoming King,Christopher Storer,Hasan Minhaj,N.I.L,23-May-17,2017,TV-MA,73 min,Stand-Up Comedy
s2643,Movie,Hasee Toh Phasee,Vinil Mathew,"Sidharth Malhotra, Parineeti Chopra, Adah Sharma, Manoj Joshi, Madhuri Sanjeev, Sharat Saxena, Nina Kulkarni, Anil Mange",India,1-Apr-20,2014,TV-14,135 min,"Comedies, Dramas, International Movies"
s2644,Movie,Haseena Maan Jaayegi,David Dhawan,"Sanjay Dutt, Govinda, Karisma Kapoor, Pooja Batra, Kader Khan, Paresh Rawal, Satish Kaushik, Aruna Irani, Anupam Kher, Ashish Vidyarthi, Aashif Sheikh, Asrani, Razak Khan, Shakti Kapoor, Bindu, Mahavir Shah, Mohan Joshi, Anil Dhawan",India,1-Mar-18,1999,TV-PG,151 min,"Action & Adventure, Comedies, Dramas"
s2651,Movie,Hattrick,Milan Luthria,"Nana Patekar, Paresh Rawal, Kunal Kapoor, Rimi Sen, Danny Denzongpa, Prateeksha Lonkar, Gautam Bhimani, Harsha Bhogle",India,1-Nov-18,2007,TV-14,109 min,"Comedies, Dramas, International Movies"
s2655,Movie,Haunting on Fraternity Row,Brant Sersen,"Jacob Artist, Jayson Blair, Shanley Caswell, Claudia Lee, Ashton Moio, Cameron Moulene, Molly Tarlov, Chester Rushing",United States,1-Mar-19,2018,TV-MA,99 min,"Horror Movies, Independent Movies"
s2656,Movie,Have a Good Trip: Adventures in Psychedelics,Donick Cary,"Nick Offerman, Adam Scott",United States,11-May-20,2020,TV-MA,86 min,Documentaries
s2658,Movie,Have You Seen the Listers,Eddie Martin,Anthony Lister,Australia,1-Feb-19,2017,TV-MA,86 min,"Documentaries, International Movies"
s2660,Movie,Havenhurst,Andrew C. Erin,"Julie Benz, Belle Shouse, Josh Stamberg, Danielle Harris, Douglas Tait, Matt Lasky, Dendrie Taylor, Toby Huss, Jennifer Blanc, Fionnula Flanagan",United States,10-Jun-17,2016,TV-MA,85 min,"Horror Movies, Thrillers"
s2661,Movie,Hawaizaada,Vibhu Virender Puri,"Ayushmann Khurrana, Mithun Chakraborty, Pallavi Sharda, Naman Jain, Jameel Khan",India,19-Nov-20,2015,TV-14,129 min,"Dramas, International Movies, Romantic Movies"
s2662,Movie,Hayat pcg,enol Snmez,"Ali Sunal, Hatice endil, Ayda Aksel, Ahmet Saraolu, Janset, Zerrin Smer, Somer Karvan, Ali elik",Turkey,10-Mar-17,2015,TV-14,98 min,"Comedies, Dramas, International Movies"
s2663,Movie,Haywire,Steven Soderbergh,"Gina Carano, Michael Fassbender, Ewan McGregor, Bill Paxton, Channing Tatum, Antonio Banderas, Mathieu Kassovitz, Michael Angarano, Michael Douglas, Anthony Brandon Wong","Ireland, United States",1-Mar-20,2011,R,93 min,Action & Adventure
s2664,Movie,Hazaaron Khwaishein Aisi,Sudhir Mishra,"Kay Kay Menon, Shiney Ahuja, Chitrangada Singh, Ram Kapoor, Saurabh Shukla, Yashpal Sharma, Jasbir Malik, Sohrab Ardeshir, Aditya Bhattacharya, Arif Zakaria","India, France",15-Apr-19,2003,TV-MA,111 min,"Dramas, International Movies, Romantic Movies"
s2666,Movie,He Even Has Your Eyes,Lucien Jean-Baptiste,"Lucien Jean-Baptiste, Aissa Maiga, Zabou Breitman, Vincent Elbaz, Michel Jonasz, Naidra Ayadi, Marie-Philomne Nga, Bass Dhem, Delphine Thodore","France, Belgium",1-May-17,2016,TV-MA,95 min,"Comedies, International Movies"
s2667,Movie,He Named Me Malala,Davis Guggenheim,Malala Yousafzai,"United States, United Arab Emirates",1-Jun-18,2015,PG-13,89 min,Documentaries
s2668,Movie,He Never Died,Jason Krawczyk,"Henry Rollins, Booboo Stewart, Kate Greenhouse, Jordan Todosey, David Richmond-Peck, James Cade, Don Francks, Steven Ogg",Canada,18-Mar-16,2015,R,97 min,"Comedies, Horror Movies"
s2669,Movie,He's Out There,Quinn Lasher,"Yvonne Strahovski, Anna Pniowsky, Abigail Pniowsky, Ryan McDonald, Justin Bruening, Julian Bailey",United States,12-Jan-19,2018,R,89 min,"Horror Movies, Thrillers"
s2670,Movie,Head Count,Elle Callahan,"Isaac Jay, Ashleigh Morghan, Bevin Bru, Billy Meade, Hunter Peterson, Chelcie May, Tory Freeth, Michael Herman, Amaka Obiechie, Sam Marra, Cooper Rowe",United States,13-Sep-19,2018,TV-MA,90 min,"Horror Movies, Independent Movies"
s2671,Movie,Head On,Ana Kokkinos,"Alex Dimitriades, Paul Capsis, Julian Garner, Tony Nikolakopoulos, Elena Mandalis, Eugenia Fragos, Damien Fotiou, Andrea Mandalis, Maria Mercedes, Dora Kaskanis, Alex Papps, Vassili Zappa",Australia,25-Aug-18,1998,TV-MA,104 min,"Dramas, Independent Movies, LGBTQ Movies"
s2672,Movie,Headshot,"Timo Tjahjanto, Kimo Stamboel","Iko Uwais, Chelsea Islan, Julie Estelle, Sunny Pang, Very Tri Yulisman, David Hendrawan, Zack Lee, Yayu Unru, Ganindra Bimo",Indonesia,3-Jun-17,2016,TV-MA,119 min,"Action & Adventure, International Movies"
s2674,Movie,Headwinds,Jalil Lespert,"Benot Magimel, Isabelle Carr, Antoine Dulry, Ramzy Bdia, Bouli Lanners, Marie-Ange Casta, Daniel Duval, Lubna Azabal, Aurore Clment, Audrey Tautou","France, Belgium",1-Jan-17,2011,TV-MA,92 min,"Dramas, Independent Movies, International Movies"
s2675,Movie,Heal,Kelly Noonan,"Kelly Noonan, Deepak Chopra, Michael Beckwith, Joe Dispenza, Dr. Jeffrey Thompson, Gregg Braden, Joan Borysenko, Marianne Williamson",United States,1-Feb-19,2017,TV-14,107 min,Documentaries
s2678,Movie,Heartbreakers,David Mirkin,"Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Gene Hackman, Anne Bancroft, Jeffrey Jones, Nora Dunn, Ricky Jay, Zach Galifianakis",United States,31-Dec-19,2001,PG-13,124 min,"Comedies, Romantic Movies"
s2680,Movie,Heartthrob,Chris Sivertson,"Aubrey Peeples, Keir Gilchrist, Peter Facinelli, Felicity Price, Ione Skye, Jimmy Bennett, Taylor Dearden",United States,1-Jan-18,2017,TV-MA,87 min,Thrillers
s2681,Movie,Heaven Without People,Lucien Bourjeily,"Farah Shaer, Jean Paul Hage, Samira Sarkis, Jenny Gebara, Laeticia Semaan, Nadim Abou Samra, Hussein Hijazi, Ghassan Chemali",Lebanon,15-May-20,2017,TV-MA,91 min,"Dramas, International Movies"
s2684,Movie,Hedgehogs,Huang Jianming,"Anthony Padilla, Ian Hecox, Jenn McAllister, Jon Heder, Chevy Chase","United States, China",1-Apr-19,2016,PG,94 min,Children & Family Movies
s2687,Movie,Helios,"Leung Lok Man, Luk Kim-ching","Jacky Cheung, Nick Cheung, Chang Chen, Shawn Yue, Wang Xueqi, Janice Man, Ji Jin-hee, Choi Si-won","Hong Kong, China, United States",1-Dec-18,2015,TV-14,118 min,"Action & Adventure, International Movies"
s2689,Movie,Hell and Back,"Tom Gianas, Ross R. Shuman","Nick Swardson, Mila Kunis, Bob Odenkirk, T.J. Miller, Rob Riggle, Susan Sarandon, Danny McBride, Jennifer Coolidge, John Farley, Maria Bamford",United States,6-Sep-18,2015,R,86 min,"Action & Adventure, Comedies, Independent Movies"
s2691,Movie,Hell or High Water,David Mackenzie,"Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham, Marin Ireland, Katy Mixon, Dale Dickey, Kevin Rankin, William Sterchi",United States,1-Jan-19,2016,R,102 min,"Dramas, Independent Movies"
s2692,Movie,Hellboy,Guillermo del Toro,"Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Karel Roden, Jeffrey Tambor, Doug Jones, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Kevin Trainor",United States,1-Dec-18,2004,PG-13,122 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy"
s2693,Movie,Hello Brother,Sohail Khan,"Salman Khan, Arbaaz Khan, Rani Mukerji, Johny Lever, Neeraj Vora, Shakti Kapoor, Razak Khan, Sulabha Arya",India,4-Jan-21,1999,TV-14,126 min,"Action & Adventure, Comedies, International Movies"
s2695,Movie,"Hello, Love, Goodbye",Cathy Garcia-Molina,"Kathryn Bernardo, Alden Richards, Maymay Entrata, Maricel Laxa, Joross Gamboa, Jameson Blake, Kaka Bautista, Lito Pimentel, Jeffrey Tam, Lovely Abella",Philippines,24-Dec-20,2019,TV-14,117 min,"Dramas, International Movies, Romantic Movies"
s2697,Movie,"Hello, Privilege. It's Me, Chelsea",Alex Stapleton,Chelsea Handler,United States,13-Sep-19,2019,TV-MA,65 min,Documentaries
s2698,TV Show,Hemlock Grove,Eli Roth,"Famke Janssen, Landon Liboiron, Dougray Scott, Bill Skarsgrd, Joel de la Fuente, Kaniehtiio Horn, Madeleine Martin, Michael Andreae, Penelope Mitchell, Freya Tingley, Laurie Fortier, Nicole Boivin, Ted Dykstra, Lili Taylor, Aaron Douglas, Kandyse McClure, Marty Adams, Demore Barnes, Madeline Brewer",United States,23-Oct-15,2015,TV-MA,3 Seasons,"TV Horror, TV Mysteries, TV Thrillers"
s2699,Movie,Heneral Luna,Jerrold Tarog,"John Arcilla, Mon Confiado, Arron Villaflor, Joem Bascon, Archie Alemania, Art Acua, Alex Medina, Nonie Buencamino, Lorenz Martinez, Jeffrey Quizon, Alvin Anson, Mylene Dizon, Bing Pimentel, Leo Martinez, Ketchup Eusebio, Ronnie Lazaro, Paulo Avelino",Philippines,31-Oct-18,2015,R,118 min,"Dramas, International Movies"
s2701,Movie,Her,Spike Jonze,"Joaquin Phoenix, Scarlett Johansson, Amy Adams, Rooney Mara, Olivia Wilde, Chris Pratt, Matt Letscher, Portia Doubleday",United States,29-Jul-18,2013,R,126 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy"
s2703,Movie,Her Only Choice,Christel Gibson,"Denise Boutte, Timon Kyle Durrett, Leon, Tamara Tunie, Vanessa Bell Calloway, Tiffany Snow, Keith Arthur Bolden, Elise Neal, Jeryl Prescott",United States,2-May-19,2018,TV-14,87 min,Dramas
s2705,Movie,Here Alone,Rod Blackhurst,"Lucy Walters, Gina Piersanti, Adam David Thompson, Shane West, Ryken A. Whitfield, Abel McSurely Bradshaw, Rebecca Spiro",United States,1-Jul-17,2016,TV-MA,97 min,Horror Movies
s2707,Movie,Heritages,Philippe Aractingi,"Philippe Aractingi, Diane Aractingi","Lebanon, United Arab Emirates, France, Switzerland, Germany",19-Oct-20,2014,TV-14,96 min,"Documentaries, International Movies"
s2708,Movie,Hero,Corey Yuen,"Takeshi Kaneshiro, Yuen Biao, Valerie Chow, Jessica Hester Hsuan, Tak Yuen, Wah Yuen, Corey Yuen","Hong Kong, China",1-Aug-18,1997,TV-MA,89 min,"Action & Adventure, International Movies"
s2710,Movie,Heroes Wanted,Joaqun Mazn,"Mara Len, Miki Esparb, Jordi Snchez, Andoni Agirregomezkorta, Juan Carlos Aduviri, Slvia Abril, Carlos Areces, Joaqun Reyes",Spain,1-Feb-17,2016,TV-MA,97 min,"Action & Adventure, Comedies, International Movies"
s2712,Movie,Heroine,Madhur Bhandarkar,"Kareena Kapoor, Arjun Rampal, Randeep Hooda, Divya Dutta, Govind Namdeo, Sanjay Suri, Mugdha Godse, Shahana Goswami, Ranvir Shorey, Lillete Dubey",India,1-Nov-18,2012,TV-MA,143 min,"Dramas, International Movies"
s2714,Movie,Hey Arnold The Jungle Movie,"Raymie Muzquiz, Stu Livingston","Mason Vale Cotton, Benjamin Flores Jr., Francesca Smith, Alfred Molina, Dan Castellaneta, Tress MacNeille, Craig Bartlett, Carlos Alazraqui","United States, South Korea, Japan",2-Nov-19,2017,TV-PG,81 min,"Children & Family Movies, Comedies"
s2718,Movie,Hickok,Timothy Woodward Jr.,"Luke Hemsworth, Trace Adkins, Kris Kristofferson, Bruce Dern, Cameron Richardson, Kaiwi Lyman, Hunter Fischer, Robert Catrini, Britain Simons",United States,24-Jul-20,2017,TV-MA,88 min,Action & Adventure
s2719,Movie,Hidden in Plain Sight,Stacia Crawford,"Victoria Barabas, Gino Anthony Pesi, Jake Allyn, Deborah Van Valkenburgh, Jessica Meraz, Jack Fisher, Eve Sigall, Jerod Meagher",United States,30-Oct-20,2019,TV-14,87 min,"Dramas, Independent Movies, Thrillers"
s2722,Movie,Hide & Seek,Shawn Arranha,"Purab Kohli, Arjan Bajwa, Mrinalini Sharma, Sameer Kochhar, Ayaz Khan, Amruta Patki, Pavail Gulati, Prashant, Amol Mhatre",India,1-Mar-18,2010,TV-14,96 min,"Horror Movies, International Movies, Thrillers"
s2723,Movie,Hide and Seek,Liu Jie,"Wallace Huo, Qin Hailu, Regina Wan, Jessie Li, Dong Zijian, Li Yiqing, Fan Qianhui",China,19-Aug-17,2016,TV-14,104 min,"International Movies, Thrillers"
s2724,Movie,High & Low The Movie,Shigeaki Kubo,"Takanori Iwata, Akira, Sho Aoyagi, Hiroomi Tosaka, Takahiro, Yuki Yamada, Masataka Kubota, Kento Hayashi, Keiji Kuroki, Goki Maeda, Elly, Kenchi Tachibana, Tatsuya Nakamura, Kosuke Toyohara, Arata Iura, Kyoko Koizumi",Japan,20-Sep-20,2016,TV-MA,129 min,"Action & Adventure, International Movies"
s2725,Movie,High & Low The Movie 2  End of Sky,"Shigeaki Kubo, Tsuyoshi Nakakuki","Takanori Iwata, Keiji Kuroki, Aoi Nakamura, Yuki Yamada, Masataka Kubota, Kento Hayashi, Naoto, Akira, Sho Aoyagi, Takahiro, Hiroomi Tosaka, Nobuyuki Suzuki, Keita Machida, Elly, Mandy Sekiguchi, Reo Sano, Masahiko Tsugawa",Japan,20-Sep-20,2017,TV-MA,124 min,"Action & Adventure, International Movies"
s2726,Movie,High & Low The Movie 3  Final Mission,"Shigeaki Kubo, Tsuyoshi Nakakuki","Takanori Iwata, Akira, Masataka Kubota, Takahiro, Hiroomi Tosaka, Sho Aoyagi, Reo Sano, Koichi Iwaki, Goro Kishitani, Masahiko Tsugawa, Keiji Kuroki, Yuki Yamada, Kento Hayashi, Naoto, Elly, Mandy Sekiguchi",Japan,20-Sep-20,2017,TV-MA,118 min,"Action & Adventure, International Movies"
s2727,Movie,High & Low The Red Rain,Yudai Yamaguchi,"Takahiro, Hiroomi Tosaka, Takumi Saitoh, Miyu Yoshimoto, Ken Ishiguro, Takanori Iwata, Naoko Iijima, Koichi Iwaki, Nobuyuki Suzuki, Keita Machida, Kenjiro Yamashita, Kanta Sato, Taiki Sato, Noemi Nakai, Tatsuya Nakamura, Taichi Saotome",Japan,20-Sep-20,2016,TV-MA,111 min,"Action & Adventure, International Movies"
s2728,Movie,High & Low The Worst,Shigeaki Kubo,"Kazuma Kawamura, Jun Shison, Yuki Yamada, Hokuto Yoshino, Goki Maeda, Ryuji Sato, Fuju Kamio, Jin Shirasu, Yuta Nakatsuka, Hayato Komori, Akihisa Shiono, Yo Aoi, Shin Koyanagi, Atsushi Arai, Ryotaro Sakaguchi",N.I.L,20-Sep-20,2019,TV-MA,125 min,"Action & Adventure, International Movies"
s2729,Movie,High End Yaariyan,Pankaj Batra,"Ninja, Ranjit Bawa, Jassi Gill, Musskan Sethi, Navneet Kaur Dhillon, Neet Mahal, Aarushi Sharma",India,1-Dec-19,2019,TV-14,120 min,"Comedies, International Movies, Romantic Movies"
s2730,Movie,High Flying Bird,Steven Soderbergh,"Andr Holland, Zazie Beetz, Bill Duke, Kyle MacLachlan, Melvin Gregg, Sonja Sohn, Zachary Quinto",United States,8-Feb-19,2019,TV-MA,91 min,"Dramas, Sports Movies"
s2734,Movie,High Society,Byun Hyuk,"Park Hae-il, Su Ae, Yoon Je-moon, Ra Mi-ran, Lee Jin-wook, Kim Gyu-sun, Han Ju-yeong, Kim Hae-gon, Nam Moon-cheol, Jang So-yeon",South Korea,29-Jan-19,2018,TV-MA,137 min,"Dramas, International Movies"
s2735,Movie,High Strung Free Dance,Michael Damian,"Juliet Doherty, Thomas Doherty, Jane Seymour, Harry Jarvis, Joshua Sinclair-Evans, Ace Bhatti, Desmond Richardson, Kika Markham","Romania, United States",31-May-20,2019,TV-14,104 min,"Dramas, Music & Musicals, Romantic Movies"
s2738,Movie,Highway,Imtiaz Ali,"Randeep Hooda, Alia Bhatt, Durgesh Kumar, Pradeep Nagar",India,2-Aug-18,2014,TV-14,127 min,"Action & Adventure, Dramas, International Movies"
s2743,Movie,Hillbilly Elegy,Ron Howard,"Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett, Freida Pinto, Bo Hopkins, Owen Asztalos",United States,24-Nov-20,2020,R,117 min,Dramas
s2744,Movie,Himmatwala,Sajid Khan,"Ajay Devgn, Tamannaah Bhatia, Paresh Rawal, Zarina Wahab, Mahesh Manjrekar",India,1-Nov-18,2013,TV-14,140 min,"Action & Adventure, Comedies, International Movies"
s2747,Movie,Hiroshima: The Real History,Lucy van Beek,John Sessions,United Kingdom,31-Mar-17,2015,TV-PG,95 min,Documentaries
s2748,Movie,His House,Remi Weekes,"p Drs, Wunmi Mosaku, Matt Smith, Malaika Wakoli-Abigaba",United Kingdom,30-Oct-20,2020,TV-14,93 min,"Horror Movies, Independent Movies"
s2749,Movie,Hisss,Jennifer Lynch,"Mallika Sherawat, Irrfan Khan, Jeff Doucette, Divya Dutta, Raman Trikha, Mahmoud Babai, Raj Bhansali, Sunny Charles, Tony Ciccone, Parvez Khan","India, United States",1-Dec-17,2010,TV-MA,97 min,"Horror Movies, International Movies, Thrillers"
s2753,Movie,History of Joy,Vishnu Govindhan,"Vishnu Vinay, Vinay Forrt, Saikumar, Joju George, Nobi, Sreekumar, Nandu, Sunil Sukhada",India,1-Aug-18,2017,TV-14,118 min,"Dramas, International Movies"
s2756,Movie,Hit & Run,"David Palmer, Dax Shepard","Kristen Bell, Dax Shepard, Kristin Chenoweth, Tom Arnold, Bradley Cooper, Jess Rowland, Ryan Hansen, Beau Bridges, Michael Rosenbaum, David Koechner, Joy Bryant",United States,8-Nov-19,2012,R,100 min,"Action & Adventure, Comedies, Romantic Movies"
s2757,Movie,Hitch,Andy Tennant,"Will Smith, Eva Mendes, Kevin James, Amber Valletta, Julie Ann Emery, Adam Arkin, Robinne Lee, Nathan Lee Graham, Michael Rapaport, Jeffrey Donovan",United States,1-Jan-20,2005,PG-13,118 min,"Comedies, Romantic Movies"
s2762,TV Show,Hjrdis,Lars Kaalund,"Lise Baastrup, Martin Brygmann, Ellen Hillings, Nicky Andersen, Nicoline Sharma Rubow, Jasmin Bart-Williams, William Rtzou, Marius Due, Robert Hansen",Denmark,15-Feb-19,2015,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas"
